"Date","Price","Open","High","Low","Vol.","Change %"
"25-10-2019","9,431.10","9,478.45","9,479.05","9,365.55","2.06B","-0.07%"
"24-10-2019","9,437.65","9,501.35","9,516.65","9,402.50","2.23B","-0.22%"
"23-10-2019","9,458.65","9,457.25","9,497.75","9,418.25","1.70B","0.11%"
"22-10-2019","9,448.25","9,481.05","9,526.80","9,435.85","1.99B","-0.33%"
"18-10-2019","9,479.20","9,391.85","9,494.70","9,373.50","2.19B","0.94%"
"17-10-2019","9,391.00","9,286.65","9,399.25","9,268.05","1.84B","1.18%"
"16-10-2019","9,281.85","9,282.95","9,301.75","9,246.65","1.63B","0.30%"
"15-10-2019","9,253.85","9,208.70","9,277.25","9,196.85","1.47B","0.67%"
"14-10-2019","9,192.65","9,187.70","9,248.50","9,156.90","1.46B","0.34%"
"11-10-2019","9,161.40","9,132.40","9,207.35","9,076.30","1.70B","0.53%"
"10-10-2019","9,112.75","9,153.50","9,165.05","9,097.55","1.73B","-0.71%"
"09-10-2019","9,177.95","9,059.10","9,183.30","9,008.85","1.76B","1.52%"
"07-10-2019","9,040.65","9,104.50","9,120.30","9,031.60","1.55B","-0.56%"
"04-10-2019","9,091.65","9,253.10","9,264.00","9,078.80","1.77B","-1.16%"
"03-10-2019","9,198.40","9,207.15","9,243.80","9,153.70","1.91B","-0.41%"
"01-10-2019","9,236.40","9,372.70","9,402.00","9,140.05","887.82M","-1.12%"
"30-09-2019","9,340.90","9,384.65","9,389.55","9,276.90","2.05B","-0.58%"
"27-09-2019","9,395.60","9,435.55","9,465.35","9,388.50","1.57B","-0.51%"
"26-09-2019","9,443.80","9,365.50","9,471.25","9,363.25","1.91B","1.07%"
"25-09-2019","9,344.15","9,458.05","9,458.45","9,326.10","1.57B","-1.38%"
"24-09-2019","9,474.75","9,489.10","9,530.35","9,434.65","1.69B","-0.12%"
"23-09-2019","9,486.60","9,425.40","9,552.25","9,386.90","2.22B","2.77%"
"20-09-2019","9,230.50","8,799.45","9,293.90","8,748.05","3.27B","5.29%"
"19-09-2019","8,766.45","8,884.50","8,884.50","8,738.65","1.65B","-1.25%"
"18-09-2019","8,877.70","8,898.95","8,912.20","8,841.55","1.33B","0.27%"
"17-09-2019","8,853.90","9,010.55","9,012.10","8,838.25","1.53B","-1.72%"
"16-09-2019","9,009.15","8,992.15","9,044.45","8,978.95","1.27B","-0.46%"
"13-09-2019","9,050.85","8,992.65","9,056.80","8,945.60","1.53B","0.77%"
"12-09-2019","8,981.60","9,036.95","9,061.00","8,969.85","1.51B","-0.37%"
"11-09-2019","9,015.15","8,992.70","9,026.25","8,981.10","1.69B","0.48%"
"09-09-2019","8,972.40","8,914.70","8,986.60","8,882.90","1.18B","0.58%"
"06-09-2019","8,920.40","8,873.75","8,928.45","8,859.25","1.28B","0.84%"
"05-09-2019","8,846.30","8,848.00","8,894.90","8,825.00","1.35B","0.15%"
"04-09-2019","8,833.10","8,798.75","8,841.95","8,751.25","1.27B","0.35%"
"03-09-2019","8,802.35","8,927.90","8,931.65","8,783.75","1.26B","-1.95%"
"30-08-2019","8,977.55","8,936.45","8,991.20","8,859.75","1.52B","0.80%"
"29-08-2019","8,906.10","8,938.05","8,954.65","8,874.25","1.63B","-0.72%"
"28-08-2019","8,970.90","9,023.80","9,047.55","8,930.10","1.45B","-0.57%"
"27-08-2019","9,022.25","9,004.00","9,047.85","8,972.90","1.86B","0.64%"
"26-08-2019","8,964.70","8,933.05","8,973.20","8,735.30","1.81B","1.98%"
"23-08-2019","8,790.55","8,687.45","8,812.85","8,628.35","1.72B","0.82%"
"22-08-2019","8,719.25","8,851.35","8,853.25","8,706.45","1.75B","-1.64%"
"21-08-2019","8,864.50","8,957.85","8,965.10","8,858.45","1.34B","-1.04%"
"20-08-2019","8,957.40","9,004.75","9,012.10","8,930.50","1.20B","-0.45%"
"19-08-2019","8,997.95","9,022.60","9,061.40","8,983.65","1.13B","0.10%"
"16-08-2019","8,988.80","8,971.65","8,999.20","8,886.30","1.41B","0.20%"
"14-08-2019","8,971.10","8,942.00","8,998.25","8,897.00","1.40B","0.91%"
"13-08-2019","8,890.10","9,066.35","9,070.20","8,874.85","1.55B","-1.73%"
"09-08-2019","9,046.55","9,022.50","9,103.10","9,010.35","1.49B","0.75%"
"08-08-2019","8,979.65","8,888.45","8,998.90","8,844.40","1.42B","1.41%"
"07-08-2019","8,854.65","8,928.60","8,953.25","8,840.15","1.48B","-0.72%"
"06-08-2019","8,918.60","8,792.65","8,960.95","8,791.60","1.43B","0.98%"
"05-08-2019","8,831.95","8,866.90","8,866.90","8,765.20","1.39B","-1.25%"
"02-08-2019","8,943.95","8,890.50","9,007.05","8,821.10","1.61B","0.09%"
"01-08-2019","8,935.75","9,001.70","9,026.15","8,859.55","1.38B","-1.21%"
"31-07-2019","9,044.95","8,963.30","9,058.45","8,928.00","1.52B","0.45%"
"30-07-2019","9,004.05","9,123.65","9,165.80","8,995.25","1.69B","-1.15%"
"29-07-2019","9,108.90","9,205.35","9,208.20","9,081.70","1.80B","-0.91%"
"26-07-2019","9,192.60","9,156.00","9,206.70","9,125.35","1.35B","0.37%"
"25-07-2019","9,159.15","9,173.75","9,232.45","9,148.45","1.41B","-0.01%"
"24-07-2019","9,160.45","9,228.80","9,256.40","9,134.65","1.31B","-0.79%"
"23-07-2019","9,233.55","9,265.85","9,277.65","9,208.90","1.27B","-0.15%"
"22-07-2019","9,247.75","9,282.60","9,285.30","9,197.30","1.24B","-0.61%"
"19-07-2019","9,304.65","9,484.55","9,494.90","9,288.80","1.32B","-1.60%"
"18-07-2019","9,456.15","9,534.15","9,534.50","9,447.65","1.23B","-0.91%"
"17-07-2019","9,543.35","9,535.25","9,563.95","9,520.15","1.21B","0.14%"
"16-07-2019","9,529.85","9,473.85","9,533.55","9,456.60","1.19B","0.64%"
"15-07-2019","9,469.15","9,499.25","9,502.70","9,427.85","1.03B","0.12%"
"12-07-2019","9,457.75","9,480.05","9,519.75","9,448.40","1.19B","-0.09%"
"11-07-2019","9,466.40","9,447.15","9,475.70","9,414.10","1.08B","0.71%"
"10-07-2019","9,400.10","9,443.65","9,482.50","9,385.70","1.03B","-0.59%"
"09-07-2019","9,455.65","9,428.05","9,473.40","9,375.80","1.21B","0.08%"
"08-07-2019","9,447.80","9,619.40","9,620.90","9,418.00","1.29B","-2.17%"
"05-07-2019","9,657.65","9,793.65","9,805.30","9,644.85","1.40B","-1.22%"
"04-07-2019","9,776.80","9,767.80","9,793.50","9,765.20","1.15B","0.20%"
"03-07-2019","9,757.30","9,762.85","9,774.80","9,731.50","1.07B","0.13%"
"02-07-2019","9,744.85","9,734.75","9,750.05","9,675.80","1.20B","0.33%"
"01-07-2019","9,713.00","9,697.00","9,724.35","9,691.90","1.08B","0.57%"
"28-06-2019","9,657.95","9,707.45","9,713.75","9,644.10","1.29B","-0.35%"
"27-06-2019","9,692.35","9,694.55","9,733.95","9,675.50","2.02B","0.10%"
"26-06-2019","9,682.80","9,611.95","9,699.65","9,604.15","1.66B","0.52%"
"25-06-2019","9,632.85","9,548.65","9,643.75","9,525.95","1.39B","0.72%"
"24-06-2019","9,564.10","9,585.95","9,605.05","9,543.40","1.30B","-0.18%"
"21-06-2019","9,581.60","9,641.15","9,641.25","9,566.10","1.72B","-0.67%"
"20-06-2019","9,646.00","9,501.55","9,655.25","9,476.25","1.88B","1.26%"
"19-06-2019","9,526.20","9,592.15","9,634.15","9,476.10","1.78B","-0.26%"
"18-06-2019","9,551.35","9,547.50","9,587.05","9,514.10","1.39B","0.08%"
"17-06-2019","9,543.60","9,681.90","9,681.95","9,533.35","1.17B","-1.31%"
"14-06-2019","9,669.95","9,742.80","9,745.15","9,652.60","1.21B","-0.79%"
"13-06-2019","9,747.05","9,727.15","9,758.90","9,668.05","1.36B","-0.03%"
"12-06-2019","9,749.95","9,801.95","9,802.05","9,727.75","1.13B","-0.56%"
"11-06-2019","9,805.10","9,791.90","9,826.65","9,743.05","1.40B","0.40%"
"10-06-2019","9,765.85","9,784.45","9,813.65","9,727.90","1.50B","0.31%"
"07-06-2019","9,735.85","9,736.05","9,761.75","9,653.70","1.36B","0.14%"
"06-06-2019","9,722.50","9,889.55","9,889.55","9,712.05","1.54B","-1.56%"
"04-06-2019","9,876.20","9,898.00","9,941.45","9,865.60","1.22B","-0.47%"
"03-06-2019","9,922.60","9,827.75","9,931.65","9,796.85","1.19B","1.20%"
"31-05-2019","9,805.05","9,855.55","9,889.30","9,734.20","1.72B","-0.10%"
"30-05-2019","9,815.30","9,762.80","9,827.25","9,759.50","1.70B","0.60%"
"29-05-2019","9,757.15","9,802.40","9,812.00","9,737.95","1.23B","-0.59%"
"28-05-2019","9,815.50","9,834.95","9,834.95","9,768.30","2.08B","0.11%"
"27-05-2019","9,804.90","9,732.65","9,820.95","9,702.50","1.49B","0.85%"
"24-05-2019","9,722.05","9,618.75","9,728.80","9,563.60","1.62B","1.77%"
"23-05-2019","9,552.75","9,730.00","9,835.70","9,521.60","2.09B","-0.47%"
"22-05-2019","9,598.20","9,595.60","9,629.75","9,555.80","1.47B","0.20%"
"21-05-2019","9,578.85","9,701.00","9,713.50","9,556.75","1.36B","-0.96%"
"20-05-2019","9,671.90","9,538.30","9,681.10","9,485.85","1.76B","3.67%"
"17-05-2019","9,329.70","9,224.75","9,339.35","9,221.60","1.40B","1.17%"
"16-05-2019","9,221.65","9,176.50","9,238.95","9,136.40","1.29B","0.67%"
"15-05-2019","9,160.10","9,247.15","9,265.65","9,145.80","1.35B","-0.57%"
"14-05-2019","9,212.35","9,156.00","9,261.85","9,108.45","1.61B","0.57%"
"13-05-2019","9,159.95","9,274.05","9,288.85","9,143.95","1.45B","-1.40%"
"10-05-2019","9,290.20","9,309.35","9,335.15","9,271.10","1.41B","-0.10%"
"09-05-2019","9,299.75","9,313.55","9,339.55","9,261.50","1.33B","-0.43%"
"08-05-2019","9,340.25","9,433.10","9,433.45","9,331.70","1.49B","-1.17%"
"07-05-2019","9,450.80","9,573.30","9,578.55","9,441.50","1.29B","-0.86%"
"06-05-2019","9,532.45","9,544.95","9,567.40","9,513.85","1.13B","-0.96%"
"03-05-2019","9,624.55","9,637.50","9,665.50","9,613.60","1.19B","-0.13%"
"02-05-2019","9,637.50","9,646.40","9,694.95","9,620.70","1.45B","-0.28%"
"30-04-2019","9,664.30","9,684.80","9,684.80","9,592.15","1.60B","-0.26%"
"26-04-2019","9,689.70","9,661.10","9,695.40","9,632.05","1.24B","0.63%"
"25-04-2019","9,628.80","9,697.80","9,742.85","9,616.30","1.65B","-0.61%"
"24-04-2019","9,687.55","9,607.40","9,696.55","9,585.25","1.29B","1.05%"
"23-04-2019","9,587.30","9,614.85","9,642.15","9,577.00","1.23B","-0.13%"
"22-04-2019","9,599.80","9,715.95","9,715.95","9,591.80","1.12B","-1.43%"
"18-04-2019","9,738.70","9,826.45","9,826.45","9,721.40","1.44B","-0.44%"
"16-04-2019","9,781.40","9,751.35","9,796.10","9,748.70","1.34B","0.67%"
"15-04-2019","9,716.50","9,697.65","9,726.85","9,683.80","1.29B","0.43%"
"12-04-2019","9,674.60","9,646.60","9,682.30","9,626.95","1.25B","0.42%"
"11-04-2019","9,634.55","9,630.15","9,641.75","9,599.20","1.18B","0.12%"
"10-04-2019","9,622.95","9,661.55","9,690.35","9,612.85","1.23B","-0.57%"
"09-04-2019","9,677.75","9,641.90","9,685.85","9,594.95","1.20B","0.45%"
"08-04-2019","9,634.40","9,715.45","9,719.95","9,593.85","1.37B","-0.52%"
"05-04-2019","9,684.95","9,659.65","9,700.40","9,641.45","1.26B","0.61%"
"04-04-2019","9,626.65","9,674.00","9,675.20","9,590.85","1.51B","-0.33%"
"03-04-2019","9,658.40","9,742.35","9,765.65","9,647.20","1.47B","-0.64%"
"02-04-2019","9,720.80","9,735.05","9,735.05","9,681.60","1.61B","0.19%"
"01-04-2019","9,702.00","9,703.00","9,756.30","9,683.95","1.58B","0.40%"
"29-03-2019","9,663.70","9,647.75","9,667.45","9,613.00","1.88B","0.64%"
"28-03-2019","9,601.95","9,518.70","9,613.55","9,510.80","1.88B","1.05%"
"27-03-2019","9,501.80","9,552.20","9,569.60","9,475.40","1.56B","-0.11%"
"26-03-2019","9,512.60","9,431.90","9,522.45","9,421.60","1.48B","1.07%"
"25-03-2019","9,411.65","9,446.85","9,446.85","9,381.90","1.27B","-0.93%"
"22-03-2019","9,500.05","9,572.35","9,594.10","9,485.45","1.57B","-0.55%"
"20-03-2019","9,553.00","9,587.50","9,588.50","9,540.90","1.52B","-0.18%"
"19-03-2019","9,570.15","9,549.75","9,576.05","9,513.45","1.55B","0.56%"
"18-03-2019","9,516.70","9,536.05","9,572.95","9,481.65","1.41B","0.18%"
"15-03-2019","9,499.40","9,473.85","9,540.95","9,471.40","1.86B","0.55%"
"14-03-2019","9,447.20","9,481.85","9,486.50","9,424.50","1.35B","-0.03%"
"13-03-2019","9,450.25","9,461.25","9,471.40","9,416.65","1.44B","0.10%"
"12-03-2019","9,440.85","9,399.60","9,461.60","9,396.85","1.62B","1.02%"
"11-03-2019","9,345.60","9,240.80","9,353.40","9,235.60","1.54B","1.46%"
"08-03-2019","9,211.05","9,213.30","9,225.30","9,184.55","1.42B","-0.16%"
"07-03-2019","9,225.35","9,251.65","9,254.45","9,210.90","1.67B","-0.06%"
"06-03-2019","9,230.45","9,211.80","9,243.30","9,197.90","1.92B","0.62%"
"05-03-2019","9,173.60","9,042.90","9,178.95","9,014.70","1.93B","1.51%"
"01-03-2019","9,037.50","8,995.45","9,045.70","8,994.00","1.53B","0.91%"
"28-02-2019","8,955.95","8,990.35","8,990.60","8,941.60","1.81B","0.11%"
"27-02-2019","8,946.20","8,991.80","9,057.40","8,896.20","1.51B","-0.08%"
"26-02-2019","8,953.15","8,899.00","8,994.00","8,846.10","1.48B","-0.34%"
"25-02-2019","8,983.85","8,941.15","8,989.90","8,921.90","1.47B","0.72%"
"22-02-2019","8,919.75","8,899.60","8,925.70","8,885.90","1.69B","0.20%"
"21-02-2019","8,901.70","8,857.50","8,912.40","8,839.75","1.38B","0.63%"
"20-02-2019","8,845.60","8,781.40","8,858.05","8,780.00","1.22B","1.18%"
"19-02-2019","8,742.30","8,753.70","8,825.80","8,729.70","1.13B","-0.14%"
"18-02-2019","8,754.35","8,836.00","8,849.05","8,744.95","1.26B","-0.82%"
"15-02-2019","8,827.05","8,887.55","8,889.90","8,753.65","1.47B","-0.48%"
"14-02-2019","8,869.30","8,878.85","8,891.90","8,837.75","1.82B","-0.21%"
"13-02-2019","8,887.90","8,955.35","8,970.80","8,873.40","1.38B","-0.42%"
"12-02-2019","8,925.30","8,961.90","8,987.85","8,917.65","1.22B","-0.47%"
"11-02-2019","8,967.15","9,026.10","9,026.10","8,949.85","1.18B","-0.77%"
"08-02-2019","9,036.90","9,112.70","9,122.65","9,024.75","1.52B","-1.19%"
"07-02-2019","9,145.80","9,125.50","9,179.75","9,116.15","1.76B","0.30%"
"06-02-2019","9,118.70","9,056.90","9,128.05","9,039.30","1.83B","0.94%"
"05-02-2019","9,033.60","9,039.70","9,064.60","9,016.70","1.99B","-0.09%"
"04-02-2019","9,042.00","9,045.00","9,052.55","8,974.65","1.62B","-0.16%"
"01-02-2019","9,056.30","9,024.95","9,130.10","8,988.25","1.49B","0.58%"
"31-01-2019","9,003.85","8,916.40","9,007.45","8,899.55","1.66B","1.34%"
"30-01-2019","8,884.90","8,913.45","8,919.45","8,851.05","1.17B","0.10%"
"29-01-2019","8,875.65","8,865.30","8,904.90","8,825.60","1.21B","-0.01%"
"28-01-2019","8,876.60","8,999.30","9,001.15","8,849.95","1.35B","-1.31%"
"25-01-2019","8,994.35","9,085.60","9,133.15","8,974.55","1.26B","-0.86%"
"24-01-2019","9,072.20","9,080.25","9,086.35","9,039.45","979.86M","0.04%"
"23-01-2019","9,068.85","9,138.75","9,151.05","9,055.15","988.57M","-0.68%"
"22-01-2019","9,131.15","9,146.30","9,146.30","9,075.25","1.01B","-0.26%"
"21-01-2019","9,155.30","9,150.60","9,195.80","9,125.45","998.81M","0.17%"
"18-01-2019","9,140.10","9,173.20","9,180.30","9,113.45","959.39M","-0.23%"
"17-01-2019","9,161.60","9,182.00","9,191.85","9,119.60","1.01B","0.03%"
"16-01-2019","9,158.75","9,167.45","9,195.05","9,150.00","973.28M","0.02%"
"15-01-2019","9,157.15","9,082.50","9,163.30","9,082.50","978.89M","1.17%"
"14-01-2019","9,051.45","9,102.40","9,102.90","9,014.95","911.94M","-0.51%"
"11-01-2019","9,098.20","9,130.70","9,142.30","9,057.15","861.74M","-0.23%"
"10-01-2019","9,119.40","9,132.80","9,144.00","9,102.55","907.53M","-0.09%"
"09-01-2019","9,127.45","9,143.20","9,149.35","9,050.15","1.10B","0.32%"
"08-01-2019","9,098.65","9,090.80","9,109.10","9,052.10","976.17M","0.19%"
"07-01-2019","9,081.15","9,117.20","9,136.30","9,064.65","985.07M","0.29%"
"04-01-2019","9,054.90","9,034.25","9,064.85","8,978.20","1.18B","0.44%"
"03-01-2019","9,014.80","9,106.65","9,130.00","9,006.75","992.71M","-0.97%"
"02-01-2019","9,103.40","9,169.70","9,195.25","9,065.45","1.11B","-1.03%"
"01-01-2019","9,197.90","9,186.70","9,206.05","9,128.40","724.66M","0.30%"
"31-12-2018","9,170.00","9,194.65","9,207.10","9,159.30","857.72M","0.19%"
"28-12-2018","9,152.55","9,111.95","9,173.60","9,109.70","985.26M","0.81%"
"27-12-2018","9,078.80","9,110.85","9,119.80","9,070.65","1.49B","0.41%"
"26-12-2018","9,041.70","8,977.95","9,056.20","8,879.45","1.10B","0.44%"
"24-12-2018","9,002.45","9,100.90","9,102.05","8,992.20","1.03B","-0.88%"
"21-12-2018","9,082.55","9,236.55","9,255.80","9,071.45","1.38B","-1.64%"
"20-12-2018","9,234.45","9,188.35","9,241.10","9,180.00","1.26B","-0.13%"
"19-12-2018","9,246.80","9,203.05","9,258.35","9,201.55","1.43B","0.76%"
"18-12-2018","9,177.35","9,126.50","9,183.25","9,108.10","1.06B","0.26%"
"17-12-2018","9,153.95","9,127.55","9,162.95","9,118.50","941.83M","0.69%"
"14-12-2018","9,091.30","9,072.45","9,104.45","9,046.45","1.33B","0.15%"
"13-12-2018","9,077.30","9,078.75","9,113.15","9,037.85","1.27B","0.62%"
"12-12-2018","9,021.60","8,882.20","9,031.60","8,865.00","1.24B","1.99%"
"11-12-2018","8,845.15","8,655.10","8,859.65","8,646.55","1.29B","0.86%"
"10-12-2018","8,769.60","8,789.75","8,818.65","8,760.15","1.08B","-1.91%"
"07-12-2018","8,940.65","8,917.35","8,947.35","8,876.55","1.17B","0.65%"
"06-12-2018","8,883.25","8,975.40","8,975.65","8,874.95","1.23B","-1.62%"
"05-12-2018","9,029.45","9,075.05","9,075.35","8,999.65","1.20B","-0.95%"
"04-12-2018","9,116.45","9,125.20","9,137.65","9,094.85","1.35B","-0.11%"
"03-12-2018","9,126.90","9,153.60","9,157.95","9,097.50","1.52B","0.19%"
"30-11-2018","9,109.15","9,107.80","9,134.35","9,074.70","1.61B","0.30%"
"29-11-2018","9,081.85","9,051.85","9,097.00","9,031.05","1.75B","0.99%"
"28-11-2018","8,993.25","9,001.30","9,027.35","8,984.50","1.26B","0.10%"
"27-11-2018","8,983.90","8,938.30","8,990.45","8,924.40","1.13B","0.46%"
"26-11-2018","8,943.00","8,913.95","8,950.70","8,841.10","1.07B","0.72%"
"22-11-2018","8,879.00","8,952.45","8,973.90","8,868.20","1.01B","-0.69%"
"21-11-2018","8,940.30","8,973.90","8,982.90","8,896.10","1.10B","-0.22%"
"20-11-2018","8,960.15","9,033.20","9,039.70","8,948.75","1.14B","-1.02%"
"19-11-2018","9,052.75","9,031.80","9,060.35","8,996.35","1.17B","0.66%"
"16-11-2018","8,993.25","8,975.55","9,011.15","8,951.50","1.34B","0.43%"
"15-11-2018","8,954.65","8,926.55","8,971.10","8,894.95","1.12B","0.37%"
"14-11-2018","8,921.45","8,967.25","8,980.25","8,887.95","1.35B","-0.02%"
"13-11-2018","8,923.55","8,834.55","8,932.95","8,814.60","1.10B","0.73%"
"12-11-2018","8,859.25","8,967.80","8,991.15","8,846.40","1.09B","-0.97%"
"09-11-2018","8,946.35","8,947.60","8,966.50","8,898.00","1.21B","0.18%"
"07-11-2018","8,929.85","8,938.70","8,940.70","8,926.40","13.78M","0.67%"
"06-11-2018","8,870.30","8,902.75","8,934.90","8,839.65","1.05B","-0.09%"
"05-11-2018","8,877.90","8,904.25","8,913.00","8,839.80","1.25B","-0.24%"
"02-11-2018","8,899.40","8,844.10","8,953.60","8,840.20","1.72B","1.45%"
"01-11-2018","8,772.50","8,798.30","8,800.85","8,742.50","1.46B","0.22%"
"31-10-2018","8,753.45","8,617.40","8,760.35","8,536.00","1.39B","1.78%"
"30-10-2018","8,600.30","8,607.40","8,652.75","8,575.05","1.44B","-0.11%"
"29-10-2018","8,610.10","8,457.50","8,623.45","8,409.60","1.41B","2.29%"
"26-10-2018","8,417.25","8,473.20","8,493.85","8,370.80","1.36B","-0.66%"
"25-10-2018","8,473.50","8,476.10","8,500.85","8,432.50","1.59B","-0.96%"
"24-10-2018","8,555.65","8,585.90","8,600.00","8,474.55","1.11B","0.77%"
"23-10-2018","8,489.90","8,502.60","8,559.10","8,447.45","1.13B","-1.01%"
"22-10-2018","8,576.95","8,717.25","8,719.50","8,560.55","1.12B","-0.74%"
"19-10-2018","8,640.65","8,676.50","8,716.55","8,595.45","1.36B","-1.35%"
"17-10-2018","8,758.60","8,982.55","8,999.65","8,746.75","1.28B","-1.52%"
"16-10-2018","8,893.80","8,849.25","8,902.65","8,835.40","1.24B","0.93%"
"15-10-2018","8,812.00","8,815.15","8,821.65","8,732.30","1.11B","0.51%"
"12-10-2018","8,767.10","8,649.30","8,783.90","8,643.35","1.35B","2.35%"
"11-10-2018","8,565.60","8,501.40","8,657.00","8,473.55","1.48B","-2.09%"
"10-10-2018","8,748.50","8,590.45","8,762.25","8,588.35","1.47B","2.17%"
"09-10-2018","8,562.95","8,635.85","8,645.80","8,519.30","1.37B","-0.46%"
"08-10-2018","8,602.60","8,611.35","8,671.30","8,483.15","1.54B","-0.26%"
"05-10-2018","8,624.95","8,793.20","8,815.80","8,582.15","1.57B","-2.60%"
"04-10-2018","8,854.85","8,963.70","8,963.70","8,812.00","1.49B","-2.23%"
"03-10-2018","9,056.70","9,147.25","9,157.20","9,042.05","1.53B","-1.19%"
"01-10-2018","9,165.50","9,107.00","9,185.50","8,986.40","1.60B","0.54%"
"28-09-2018","9,116.00","9,230.10","9,249.35","9,041.65","1.86B","-0.94%"
"27-09-2018","9,202.35","9,319.80","9,324.50","9,188.60","1.57B","-1.07%"
"26-09-2018","9,302.25","9,367.60","9,367.60","9,255.35","1.51B","-0.01%"
"25-09-2018","9,303.35","9,238.30","9,317.10","9,149.00","1.80B","0.65%"
"24-09-2018","9,243.15","9,445.20","9,449.75","9,223.25","1.57B","-1.94%"
"21-09-2018","9,425.55","9,585.10","9,630.70","9,134.55","2.50B","-1.26%"
"19-09-2018","9,545.70","9,633.90","9,640.30","9,516.25","1.27B","-0.51%"
"18-09-2018","9,594.25","9,701.30","9,728.15","9,586.00","1.48B","-1.05%"
"17-09-2018","9,696.45","9,754.60","9,754.60","9,687.30","1.24B","-0.98%"
"14-09-2018","9,792.75","9,724.20","9,799.15","9,722.75","1.17B","1.37%"
"12-09-2018","9,660.60","9,641.65","9,669.20","9,552.20","1.35B","0.56%"
"11-09-2018","9,607.10","9,770.90","9,775.05","9,596.50","1.20B","-1.37%"
"10-09-2018","9,740.10","9,862.80","9,870.70","9,730.20","1.11B","-1.37%"
"07-09-2018","9,875.20","9,834.55","9,885.60","9,779.35","1.16B","0.61%"
"06-09-2018","9,815.45","9,801.95","9,832.40","9,730.85","1.14B","0.52%"
"05-09-2018","9,764.55","9,795.70","9,817.85","9,678.20","1.45B","-0.42%"
"04-09-2018","9,806.05","9,933.00","9,937.75","9,784.25","1.32B","-1.17%"
"03-09-2018","9,921.65","10,049.85","10,049.85","9,908.70","1.31B","-0.70%"
"31-08-2018","9,992.00","9,978.25","10,027.00","9,951.55","1.52B","0.17%"
"30-08-2018","9,975.20","9,979.35","9,986.35","9,947.00","1.59B","0.02%"
"29-08-2018","9,973.65","9,995.10","10,015.35","9,964.35","1.38B","-0.12%"
"28-08-2018","9,985.90","9,990.25","10,012.85","9,963.35","1.23B","0.27%"
"27-08-2018","9,958.80","9,893.45","9,966.90","9,887.50","1.13B","1.10%"
"24-08-2018","9,850.80","9,860.90","9,889.95","9,821.45","1.25B","-0.22%"
"23-08-2018","9,872.55","9,900.05","9,900.05","9,839.00","1.08B","0.10%"
